title,reference_number,solicitation_number,contract_number,publishing_status,award_date,publication_date,gsin,contract_award_procedure,tendering_procedure,customer_info,supplier_info,currency,contract_value
"Badge, Identification (201805506)",PW-18-00841412,201805506,201805506,Active,2018-10-10,2019-04-12,"N8455 - Badges and Insignia, N8455ACB - BADGE, IDENTIFICATION, LAMINATED PLASTIC, WITH ENGRAVED LETTERING",,Limited,"Rutledge, Mary 613-843-6935 73 Leikin Dr. M1 4th Floor Mail Stop 15 Ottawa  ON K1A 0R2 CA","Les Gravures A. Desmarais & Fils Inc. 120A rue Daoust St-Eustache, QC J7R 6S6",,
FOR THE PROVISION OF THIRD PARTY FUNDING AGREEMENT MANAGEMENT SERVICES (10841112-1),PW-19-00859483,10841112,10841112-1,Active,2019-03-31,2019-04-17,L099B - Financial Management,,Open,Benoit Labelle,"Indigenous Management Group Inc 294 Portage Ave. Winnipeg, Manitoba R3C 0B9",,
"STRAINER BODY,SEDIMENT (W8482-194923/001/DMARP4)",PW-19-00862145,W8482-194923/A,W8482-194923/001/DMARP4,Active,2019-04-02,2019-04-17,"N4730 - Hose, Pipe, Tube, Lubrication, and Railing Fittings",,Open,"Cristian Ardila Buitrago 101 Colonel By Drive  Ottawa, Ontario, K1A 0K2  CA","JHT Defense Inc. 2273 Guenette St-Laurent, Quebec H4R 2E9",,
FOR THE PROVISION OF THIRD PARTY FUNDING AGREEMENT MANAGEMENT SERVICES (10841112-2),PW-19-00872059,10841112,10841112-2,Active,2019-03-31,2019-04-17,L099B - Financial Management,,Open,Benoit Labelle,"Evan Schemenauer CPA, CA Professional Corp 315 Bayfield Cres. Saskatoon, SK S7U 1E3""",,
FOR THE PROVISION OF THIRD PARTY FUNDING AGREEMENT MANAGEMENT SERVICES (10841112-5),PW-19-00872060,10841112,10841112-5,Active,2019-03-31,2019-04-17,L099B - Financial Management,,Open,Benoit Labelle,Deloitte 100 Queen St. Suite 1600 Ottawa ON K1P 5T8,,
FOR THE PROVISION OF THIRD PARTY FUNDING AGREEMENT MANAGEMENT SERVICES (10841112-4),PW-19-00872061,10841112,10841112-4,Active,2019-03-31,2019-04-17,L099B - Financial Management,,Open,Benoit Labelle,"Tewatohnhi'saktha Consulting P.O. Box 1110 2 River Road, Kahnawa:ke Business Complex Kahnawa:ke, QC J0L 1B0",,
FOR THE PROVISION OF THIRD PARTY FUNDING AGREEMENT MANAGEMENT SERVICES (10841112-6),PW-19-00872062,10841112,10841112-6,Active,2019-03-31,2019-04-17,L099B - Financial Management,,Open,Benoit Labelle,"BDO Canada LLP 180 Kent Street, Stuite 1700 Ottawa, ON K1P 0B6",,
FOR THE PROVISION OF THIRD PARTY FUNDING AGREEMENT MANAGEMENT SERVICES (10841112-7),PW-19-00872063,10841112,10841112-7,Active,2019-03-31,2019-04-17,L099B - Financial Management,,Open,Benoit Labelle,"Ganhada Mgmt Group 4 Halss Crescent Vancouver, BC V6N 3N2",,
FOR THE PROVISION OF THIRD PARTY FUNDING AGREEMENT MANAGEMENT SERVICES (10841112-9),PW-19-00872064,10841112,10841112-9,Active,2019-03-31,2019-04-17,L099B - Financial Management,,Open,Benoit Labelle,"Lemieux Nolet  1610 boul Alphonse-Desjardins bur. 400,  Levis, Quebec, G6V 0H1",,
"Blood Borne/Sexually Transmitted Infectious Diseases/Harm Reduction and Addiction Education, Prevention, and Support Services for federal institutions in New Brunswick (21201-19-3069040)",PW-18-00857823,21201-19-3069040,21201-19-3069040,Active,2019-04-17,2019-04-18,G009KA - Counselling Services,,Open,"Bourque, Lise 506-851-6977 1045 Main Moncton  NB E1C 1H1 CA","John Howard Society of Southeastern NB Inc. 15 Flanders Court Moncton, NB  E1C 0K6",,
"Blood Borne/Sexually Transmitted Infectious Diseases/Harm Reduction and Addiction Education, Prevention, and Support Services for federal institutions in Nova Scotia (21201-19-3069167)",PW-18-00857840,21201-19-3069167,21201-19-3069167,Active,2019-04-17,2019-04-18,G009KA - Counselling Services,,Open,"Bourque, Lise 506-851-6977 1045 Main Moncton  NB E1C 1H1 CA","John Howard Society of Southeastern NB Inc. 15 Flanders Court Moncton, NB  E1C 0K6",,
"maintenance, the provision of replacement of components, updating and operation of the automatic control system Delta Controls (3000686687)",PW-19-00867257,NRCan-152403,3000686687,Active,2019-04-01,2019-04-24,"JX6685A - Controls, Pressure/Temperature, Recording - Repair and Overhaul",,Limited,"Bolduc, France 418-648-5043 1055  P.E.P.S., PO Box 10380 Québec, QC G1C 4C7","Regulvar Inc. 3985 boul. Industriel Laval, QC H7L 4S3",,
Pielstick Diesel Engine Parts (W8482-183887/002/DMARP),PW-18-00821598,W8482-183887/A,W8482-183887/002/DMARP,Active,2018-06-22,2019-04-25,"N6685 - Pressure, Temperature and Humidity Measuring and Controlling Instruments, N6685N - TRANSMITTER",,Open,"Sorensen, Jennifer 101 Colonel By Drive Ottawa, Ontario K1A 0K2",FELIX TECHNOLOGY INC. 1-25 EDILCAN DR CONCORD ON L4K 3S4 CANADA,,
Pielstick Diesel Engine Parts (W8482-183887/003/DMARP),PW-18-00821598,W8482-183887/A,W8482-183887/003/DMARP,Active,2018-06-22,2019-04-25,N2010 - Ship and Boat Propulsion Components,,Open,"Sorensen, Jennifer 101 Colonel By Drive Ottawa, Ontario K1A 0K2",PATLON AIRCRAFT & INDUSTRIES LTD. 8130 FIFTH LINE HALTON HILLS ON L7G 0B8 CANADA,,
"HOSE ASSEMBLY,NONMETALLIC,FIRE FIGHTING (W8482-195058/001/DMARP4)",PW-19-00860603,W8482-195058/A,W8482-195058/001/DMARP4,Active,2019-04-16,2019-04-25,N4210 - Fire Fighting Equipment,,Open,"Cristian Ardila Buitrago 101 Colonel By Drive Ottawa, Ontario, K1A 0K2 CA","MICMAC FIRE & SAFETY SOURCE LTD. 121 ILSLEY AVE., UNIT 4 DARTHMOUTH, NS  B3B 1S4",,
VALVES (W8482-195336/001/DMARP4),PW-19-00862190,W8482-195336/A,W8482-195336/001/DMARP4,Active,2019-04-23,2019-04-29,"N4820 - Valves, Nonpowered",,Open,"Fowler, Chelsea 819-939-3627 455 Boul de Carriere Gatineau  ON J8Y 6V7 CA","Unisource Technology Inc 9010 Ryan Ave Dorval, QC H9P 2M8",,
"VALVE,REGULATING,FLUID PRESSURE (W8482-195445/001/DMARP4)",PW-19-00862151,W8482-195445/A,W8482-195445/001/DMARP4,Active,2019-04-23,2019-05-01,"N4820 - Valves, Nonpowered",,Open,"Davidson, Greg 101 Colonel By Drive Ottawa, Ontario, K1A 0K2 CA","SIMEX DEFENCE INC 216 BRUNSWICK BLVD POINT CLAIRE, QC H9R 1A6",,
MECHANICAL MAINTENANCE AND REPAIR SERVICES (30-7014802),PW-19-00867363,9F030-20180724,30-7014802,Active,2019-04-30,2019-05-01,"5169P - Mechanical Contractor Services, Not Elsewhere Specified",,Open,"BeaudryDelisle, Anais 450-926-4492 6767 Route de l'Aéroport Longueuil  QC J3Y 8Y9 CA","Trane Canada ULC 3535 Boul. Pitfield Montréal, Qc H4S 1H3",,
"GAGE,PRESSURE,DIAL INDICATING (W8482-195601/001/DMARP4)",PW-19-00864289,W8482-195601/A,W8482-195601/001/DMARP4,Active,2019-04-24,2019-05-06,"N6685 - Pressure, Temperature and Humidity Measuring and Controlling Instruments",,Open,"Keith, Shonna 455 Blvd de la Carrier Gatineau  QC K1A 0K2 CA","Contro Valve 125 Whiting Rd, Unit E3 Fredericton, NB E3B 5Y5",,
ASSESSMENT SERVICES (D1120-18-2000),PW-19-00858755,D1120-18-2000,D1120-18-2000,Active,2019-04-01,2019-05-09,R019AB - Professional Services / Program Advisory Services,,Limited,"Gauthier, Julie 819-420-8582 22 rue Eddy Gatineau  QC J9A 0T9 CA",6497675 Canada Inc. Andrée Verville Anna Cullinan Carole Norton Cherrett and Associates David J Dobson Denis Côté Josephine J Whiting Julie Couture Lise Ouimet Melvern B Skinner Michel A Gobeil Nicole Proulx Scott Broughton Susan Fletcher Robert Lafleur,,
"NPP – W8486-195977/A – TSPS SA – One (1) Life Cycle Management Specialist, Senior (W8486-195977/001/LC)",PW-19-00868456,W8486-195977/A,W8486-195977/001/LC,Active,2019-05-10,2019-05-13,"R008A - Technical Engineering and Maintenance Services (TEMS) (Excludes requirements related to armament, R&D and R&O)",,Selective,"Biliato, Maria 819-939-3230",Valcom Consulting Group Inc.,,
Gym Equipment (W8482-195363/003/DMARP4),PW-19-00874622,W8482-195363/B,W8482-195363/003/DMARP4,Active,2019-04-24,2019-05-13,N7830 - Recreational and Gymnastic Equipment,,Limited,"DGMEPM 101 Colonel By Ottawa, ON Canada","Metagenics Fitness 4640 Caulfield Dr West Vancourver, BC V7W 1E8 Canada",,
FlUID METER (W8485-195509/001),PW-19-00867368,W8485-195509/A,W8485-195509/001,Active,2019-05-13,2019-05-14,N1730 - Aircraft Ground Servicing Equipment,,Open,"Larose, Jason 101 Colonel By Drive Ottawa  ON K1A 0K2 CA","Unisource Technology Inc., Montreal, QC",,
"POUCH , AIRCREW SAFETY KNIFE; RADIO DROPPER (W8485-195526/001)",PW-19-00867870,W8485-195526/A,W8485-195526/001,Active,2019-05-13,2019-05-14,"N1670 - Parachutes, Aerial Pick-Up Delivery, Recovery Systems, and Cargo Tie Down Equipment, N4240 - Safety and Rescue Equipment",,Open,"Larose, Jason 101 Colonel By Drive Ottawa  ON K1A 0K2 CA","Mobility Lab Inc (Arnprior, ON)",,
Radio Frequency Filters (W6369-18-X034),PW-18-00851915,W6369-18-X034/A,W6369-18-X034,Active,2019-05-14,2019-05-15,N5915 - Filter and Networks,,Open,"Department of National Defence 101 Colonel By Drive Ottawa ON K1A 0K2, CA","01 ANATECH ELECTRONICS,  INC 70 Outwater Lane Garfield, NJ 07026  02 JHT Defense Inc 2273 Guenette, St. Laurent, Québec H4R2E9  03 Technalogix #4, 8021 Edgar Industrial Place Red Deer Alberta, T4P 3R3",,
"SAFETY AND RESCUE EQUIPMENT & AIRCRAFT AIR CONDITIONING, HEATING AND PRESSURIZING EQUIPMENT (W8485-195540/001)",PW-19-00868323,W8485-195540/A,W8485-195540/001,Active,2019-05-14,2019-05-15,"N4240 - Safety and Rescue Equipment, N1660 - Aircraft Air Conditioning, Heating and Pressurizing Equipment",,Open,"Larose, Jason 101 Colonel By Drive Ottawa  ON K1A 0K2 CA","Simex Defence Inc. (Montreal, Qc)",,
Geographic Information System System Architect (W6369-19-X059),PW-19-00869270,W6369-19-X059,W6369-19-X059,Active,2019-05-08,2019-05-15,D307AB - Informatics Systems Integration,,Selective,"DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA, ON K1A0K2",MGIS Inc. 2017A Carp Road Stittsville ON K0A 1L0,,
"SAFETY AND RESCUE EQUIPMENT & AIRCRAFT AIR CONDITIONING, HEATING AND PRESSURIZING EQUIPMENT (W8485-195540/002)",PW-19-00874842,W8485-195540/A,W8485-195540/002,Active,2019-05-14,2019-05-15,"N4240 - Safety and Rescue Equipment, N1660 - Aircraft Air Conditioning, Heating and Pressurizing Equipment",,Open,"Larose, Jason 101 Colonel By Drive Ottawa  ON K1A 0K2 CA","Canamidex International Corp (Richmondhill, ON)",,
"Bag, Gym and Bag, Equipment, Large (201900747 / 7236154)",PW-19-00874997,201900747/A,201900747 / 7236154,Active,2019-05-10,2019-05-16,N8465 - Individual Equipment,,Selective,"73 Leikin Drive, Ottawa, Ontario K1A 0R2","Apparel Trimmings Inc. 20 Commander Blvd. Toronto, Ontario M1S 3L9",,
"VALVE, SAFETY RELIEF (W8482-4501929719)",PW-19-00862180,W8482-195270/A,W8482-4501929719,Active,2019-05-08,2019-05-17,"N4820 - Valves, Nonpowered",,Open,"Fowler, Chelsea 819-939-3627 455 Boul de Carriere Gatineau  ON J8Y 6V7 CA","Simex Defence Inc 216 Brunswick Blvd Pointe-Claire, QC H9R 1A6",,
"STRAINER ELEMENT, SEDIMENT (W8482-195180/001/DMARP4)",PW-19-00862961,W8482-195180/A,W8482-195180/001/DMARP4,Active,2019-05-08,2019-05-17,"N4730 - Hose, Pipe, Tube, Lubrication, and Railing Fittings",,Open,"Fowler, Chelsea 819-939-3627 455 Boul de Carriere Gatineau  ON J8Y 6V7 CA","Simex Defence Inc 216 Brunswick Blvd Pointe-Claire, QC H9R 1A6",,
Statistics Canada Security Equipment Installation and Maintenance Service Contract (000011077),PW-19-00864726,J005163/B,000011077,Active,2019-05-17,2019-05-21,"JX6350 - Alarm and Signal Systems, Miscellaneous - Repair, Overhaul and Maintenance",,Open,"Germano, Francesco 613-882-1902 150 Tunney's Pasture Driveway Ottawa  ON K1A 0T6 CA","6175015 Canada Inc. o/a ADSS 17-5330 Canotek Rd. Ottawa, ON K1J 9C3",,
Rental and Operation of Transportation Equipment for Events (46001554),PW-19-00864481,10182592,46001554,Active,2019-05-21,2019-05-22,"V401B - Transportation, V401I - Transportation Services, Not Elsewhere Specified, WR2320 - TRUCKS AND TRUCK TRACTORS, WHEELED - RENTAL, WR2320B - TRUCK, REFRIGERATION, GASOLINE POWERED - RENTAL, WR2320M - TRUCKS, MISCELLANEOUS - RENTAL (UNDER 90 DAYS)",,Open,"Richer, Therese 819-956-4554 15 Eddy St., Gatineau, Québec J8X 4B3","1329481 Ontario Inc. o/a C and C Transportation Cumberland, ON",,
HOSE ASSEMBLY SET W8482-195750/A (W8482-195750/001/DMARP4),PW-19-00867498,W8482-195750/A,W8482-195750/001/DMARP4,Active,2019-05-21,2019-05-22,N4720 - Hose and Flexible Tubing,,Open,"Ardila Buitrago, Cristian 819-939-3830 Department of National Defence 101 Colonel By Drive Ottawa, Ontario K1A 0K2","SIMEX DEFENCE INC.  216 BRUNSWICK BLVD POINTE-CLAIRE, QC, CA H9R 1A6",,
"POMPE, CENTRIFUGE (W8482-195459-001-DMARP4)",PW-19-00868592,W8482-195459/A,W8482-195459-001-DMARP4,Active,2019-05-21,2019-05-22,N4320 - Power and Hand Pumps,,Open,"Ardila Buitrago, Cristian 819-939-3830 Department of National Defence  101 Colonel By Drive Ottawa, Ontario  K1A 0K2","SIMEX DEFENCE INC.  216 BRUNSWICK BLVD POINTE-CLAIRE, QC, CA H9R 1A6",,
Cancelled (W8485-195536/001),PW-19-00868648,W8485-195536/A,W8485-195536/001,Cancelled,2019-05-22,2019-05-23,"N5340 - Hardware, Commercial",,Open,"Larose, Jason 101 Colonel By Drive Ottawa  ON K1A 0K2 CA","Dibblee Tool Inc. (Montreal, QC)",,
BREATHER (W8485-195550/001),PW-19-00868964,W8485-195550/A,W8485-195550/001,Active,2019-05-22,2019-05-23,N2520 - Vehicular Power Transmission Components,,Open,"Larose, Jason 101 Colonel By Drive Ottawa  ON K1A 0K2 CA","L3 MAS (Trenton, ON)",,
A.4 - One (1) level 3 ERP System Analyst (7235916),PW-19-00867691,201903891,7235916,Active,2019-05-21,2019-05-24,D302A - Informatics Professional Services,,Open,"Hinther, Clair 613-843-3806 73 Leikin Drive Ottawa  ON K1A 0R2 CA","Cache Computer Consulting Corp. 1502-275 Slater Street Ottawa, ON. K1P 5H9",,
"RECEIVER-TRANSMITTER,SONAR (W8482-19458/001/DMARP4)",PW-19-00867041,W8482-195458/B,W8482-19458/001/DMARP4,Active,2019-05-24,2019-05-27,N5845 - Underwater Sound Equipment,,Open,"McFadyen, Sonja 101 Colonel By Dr Ottawa ON K1A 0K2 CA","Nautel C-Tech Limited 525 Boundary Road Cornwall, ON K6H 6K8 Canada",,
"VALVE, NONPOWERED & HOSES AND FLEXIBLE TUBING (W8485-195538/001)",PW-19-00868803,W8485-195538/A,W8485-195538/001,Active,2019-05-24,2019-05-27,"N4720 - Hose and Flexible Tubing, N4820 - Valves, Nonpowered",,Open,"Larose, Jason 101 Colonel By Drive Ottawa  ON K1A 0K2 CA","Unisource Technology (Montreal, QC)",,
"VALVE, NONPOWERED (W8485-195539/001)",PW-19-00870182,W8485-195539/A,W8485-195539/001,Active,2019-05-24,2019-05-27,"N4820 - Valves, Nonpowered",,Open,"Larose, Jason 101 Colonel By Drive Ottawa  ON K1A 0K2 CA","Blue Aerospace (Tamarac, FL)",,
"VALVE, NONPOWERED & HOSES AND FLEXIBLE TUBING (W8485-195538/002)",PW-19-00876009,W8485-195538/A,W8485-195538/002,Active,2019-05-24,2019-05-27,"N4720 - Hose and Flexible Tubing, N4820 - Valves, Nonpowered",,Open,"Larose, Jason 101 Colonel By Drive Ottawa  ON K1A 0K2 CA","GCPROC LTD (Ottawa, ON)",,
"AIRCRAFT AIR CONDITIONING, HEATING AND PRESSURIZING EQUIPMENT (W8485-195532/001)",PW-19-00870184,W8485-195532/A,W8485-195532/001,Active,2019-05-28,2019-05-29,"N1660 - Aircraft Air Conditioning, Heating and Pressurizing Equipment",,Open,"Larose, Jason 101 Colonel By Drive Ottawa  ON K1A 0K2 CA","Tulmar Safety Inc. (Hawkesbury, ON)",,
"PUMP UNIT, CENTRIFUGAL (W8482-195779/001/DMARP4)",PW-19-00868596,W8482-195779/A,W8482-195779/001/DMARP4,Active,2019-05-29,2019-05-30,N4320 - Power and Hand Pumps,,Open,"Ardila Buitrago, Cristian 819-939-3830 Address: 101 Colonel By Drive, Ottawa, Ontario, K1A 0K2","UNISOURCE TECHNOLOGY INC. 9010 RYAN AVENUE, MONTREAL, QUEBEC H9P 2M8",,
"VACUUM PUMP UNIT, ROTARY (W8485-205583/001)",PW-19-00871684,W8485-205593/A,W8485-205583/001,Active,2019-06-03,2019-06-04,N4310 - Compressors and Vacuum Pumps,,Open,"Larose, Jason 101 Colonel By Drive Ottawa  ON K1A 0K2 CA","L3 MAS (Trenton, ON)",,
"DEMINERALIZER, WATER, ION EXCHANGE (W8485-205596/001)",PW-19-00872115,W8485-205596/A,W8485-205596/001,Active,2019-06-03,2019-06-04,N4610 - Water Purification Equipment,,Open,"Larose, Jason 101 Colonel By Drive Ottawa  ON K1A 0K2 CA","Simex Defence Inc. (Montreal, QC)",,
Request for Standing Offer - Custom Carbine Mounts (M9424-190578),PW-18-00848583,201900578,M9424-190578,Active,2019-04-24,2019-06-06,N1095 - Miscellaneous Weapons,,Open,"Leach, Brianne 613-843-6038 73 promenade Leikin, Arrêt postal #15 Ottawa, Ontario      K1A 0R2 CA","C&R Developpement Inc. 1161 rue Vanier, Gatineau QC J9J 3W9",,
Standing Offer for Multidisciplinary Team Expertise for Regulatory Review (F5211-180343),PW-19-00864770,F5211-180343,F5211-180343,Active,2019-05-07,2019-06-06,F059A - Other Natural Resource and Conservation Services,,Open,Cathi Harris 506-238-1317 301 Bishop Drive  Fredericton  NB E3C 2M6 CA,"GeoProcess Research Associates Inc. Dundas, ON",,
GREASE TRAP (W8482-195702/001/DMARP4),PW-19-00867843,W8482-195702/A,W8482-195702/001/DMARP4,Active,2019-05-30,2019-06-06,N4510 - Plumbing Fixtures and Accessories,,Open,"Ardila Buitrago, Cristian 101 Colonel By Drive, Ottawa, Ontario, K1A 0K2","JHT DEFENSE INC. 2273 GUENETTE, ST. LAURENT QUEBEC, CANADA H4R 2E9",,
"NSN: 5920-01-349-3483 Absorber, Overvoltage (W8482-195681/001/DMARP4)",PW-19-00868742,W8482-195681/A,W8482-195681/001/DMARP4,Active,2019-06-03,2019-06-07,"N5920 - Fuses, Arresters, Absorbers, and Protectors",,Open,"Bouquin, Eric 101 Colonel By Drive Ottawa  ON K1A 0K2 CA","JHT DEFENSE INC. 2273 Guenette St. Saint-Laurent, QC H4R 2E9 Canada",,
POWER WASHERS (W8485-195232/B),PW-19-00870391,W8485-195232/B,W8485-195232/B,Active,2019-06-06,2019-06-07,"N4940 - Maintenance and Repair Shop Specialized Equipment, Miscellaneous",,Open,"Larose, Jason 101 Colonel By Drive Ottawa  ON K1A 0K2 CA","Patlon Aircraft & Industries Ltd. (Halton Hills, ON)",,
SPARES FOR LIQUID OXYGEN CART MAINTENANCE (W8485-205582/001),PW-19-00871903,W8485-205582/A,W8485-205582/001,Active,2019-06-06,2019-06-07,"N5340 - Hardware, Commercial, N2940 - Engine Air and Oil Filters, Strainers and Cleaners, Non-Aircraft, N1660 - Aircraft Air Conditioning, Heating and Pressurizing Equipment, N5330 - Packing and Gasket Material, N7530 - Stationery and Record Forms, N4820 - Valves, Nonpowered, N8145 - Specialized Shipping and Storage Containers, N5331 - O-Ring, N4820AB - Valves, Automatic Regulating Blender, Expansion, Pressure, Temperature and Tempering, Non-Powered, N8145A - SHIPPING CONTAINERS, FOOD, BULK, INSULATED PLASTIC CONSTRUCTION",,Open,"Larose, Jason 819-939-0825 101 Colonel By Drive Ottawa  ON K1A 0K2 CA","Simex Defence Inc. (Montreal, QC)",,
SPARES FOR LIQUID OXYGEN CART MAINTENANCE (W8485-205582/002),PW-19-00877429,W8485-205582/A,W8485-205582/002,Active,2019-06-06,2019-06-07,"N5340 - Hardware, Commercial, N2940 - Engine Air and Oil Filters, Strainers and Cleaners, Non-Aircraft, N1660 - Aircraft Air Conditioning, Heating and Pressurizing Equipment, N5330 - Packing and Gasket Material, N7530 - Stationery and Record Forms, N4820 - Valves, Nonpowered, N8145 - Specialized Shipping and Storage Containers, N5331 - O-Ring, N4820AB - Valves, Automatic Regulating Blender, Expansion, Pressure, Temperature and Tempering, Non-Powered, N8145A - SHIPPING CONTAINERS, FOOD, BULK, INSULATED PLASTIC CONSTRUCTION",,Open,"Larose, Jason 819-939-0825 101 Colonel By Drive Ottawa  ON K1A 0K2 CA","Production Case Company (Ottawa, ON)",,
SPARES FOR LIQUID OXYGEN CART MAINTENANCE (W8485-205582/003),PW-19-00877430,W8485-205582/A,W8485-205582/003,Active,2019-06-06,2019-06-07,"N5340 - Hardware, Commercial, N2940 - Engine Air and Oil Filters, Strainers and Cleaners, Non-Aircraft, N1660 - Aircraft Air Conditioning, Heating and Pressurizing Equipment, N5330 - Packing and Gasket Material, N7530 - Stationery and Record Forms, N4820 - Valves, Nonpowered, N8145 - Specialized Shipping and Storage Containers, N5331 - O-Ring, N4820AB - Valves, Automatic Regulating Blender, Expansion, Pressure, Temperature and Tempering, Non-Powered, N8145A - SHIPPING CONTAINERS, FOOD, BULK, INSULATED PLASTIC CONSTRUCTION",,Open,"Larose, Jason 819-939-0825 101 Colonel By Drive Ottawa  ON K1A 0K2 CA","JHT Defense Inc. (Montreal, QC)",,
