title,reference_number,solicitation_number,contract_number,publishing_status,award_date,publication_date,gsin,contract_award_procedure,tendering_procedure,customer_info,supplier_info,currency,contract_value
"Boat Charter for Dive Training in Key West, Florida (W3999-19V024/001/EDM)",PW-$EDM-206-11680,W3999-19V024/A,W3999-19V024/001/EDM,Active,2019-11-03,2019-11-04,V101AA - Vessel Charter,,,DEPARTMENT OF NATIONAL DEFENCE P.O.BOX 17000 STN FORCES WINNIPEG MB R3J3Y5 CAN,CAPTAIN'S CORNER DIVE CENTER 125 Ann Street Key West Florida 33040 United States,USD,109200.00
Automated flash purification system (31241-208693/001/MTA),PW-$MTA-490-15414,31241-208693/A,31241-208693/001/MTA,Active,2019-11-04,2019-11-05,N6640 - Laboratory Equipment and Supplies,,,NATIONAL RESEARCH COUNCIL CANADA 6100 ROYALMOUNT AVE. MONTREAL QC H4P2R2 CAN,Felix Technology Inc. 25 Edilcan Drive Unit 1 Concord Ontario L4K3S4 Canada,USD,43470.00
ADP Software (W8484-199409/001/USW),PW-$USW-012-1449,W8484-199409,W8484-199409/001/USW,Active,2019-11-04,2019-11-05,N7030 - ADP Software,,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,UNITED STATES DEPARTMENT OF THE ARMY (USASAC) 7613 CARDINAL ROAD REDSTONE ARSENAL Alabama 35898-5000 United States,USD,10000000.00
ADP Software (W3330-205815/001/EE),PW-$$EE-013-36981,W3330-205815,W3330-205815/001/EE,Active,2019-11-06,2019-11-07,N7030 - ADP Software,,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DRIVE OTTAWA ON K1A0K2 CAN,"EXELIS VISUAL INFORMATION SOLUTIONS, INC. 385 Interlocken Crescent, Ste 300 Broomfield Colorado 80021 United States",USD,38866.35
Medium Footprint - Mobile Large Scale Imaging System (47419-184383/001/PV),PW-$$PV-883-77523,47419-184383/B,47419-184383/001/PV,Active,2019-11-06,2019-11-07,N6640 - Laboratory Equipment and Supplies,,,"CANADA BORDER SERVICES AGENCY 2E ETAGE, #260-01 105, RUE MCGILL MONTREAL QC H2Y2E7 CAN",Nuctech Company Limited 2/F Block A.Tongfang building Shuangqinglu. Haidian district Beijing 100084 China,USD,1808000.00
Aircraft Parts for Bell 412 and 429 Helicopters (T8493-190041/001/CAG),PW-$CAG-011-27472,T8493-190041/A,T8493-190041/001/CAG,Active,2019-11-07,2019-11-08,JX1680A - Miscellaneous Aircraft Accessories and Components - Repair and Overhaul,,,TRANSPORT CANADA 200 COMET PRIVATE OTTAWA ON K1V9B2 CAN,Alpine Aerotech Ltd. 1260 Industrial Road Kelowna British Columbia V1Z1G5 Canada,USD,116810.44
Miscellaneous Special Industry Machinery (23145-180301/001/VIC),PW-$VIC-256-7849,23145-180301/A,23145-180301/001/VIC,Active,2017-08-25,2019-11-08,N3695 - Miscellaneous Special Industry Machinery,,,NATURAL RESOURCES CANADA 506 WEST BURNSIDE RD VICTORIA BC V8Z1M5 CAN,Geotek Limited 4 Sopwith Way Drayton Fields Industrial Estate Daventry NN118PB United Kingdom,USD,170684.85
High Temperature Vacuum/ Partial Pressure Furnace (MIM) for Second Stage Debinding and Sintering (31206-208816/001/QCN),PW-$QCN-037-17736,31206-208816/A,31206-208816/001/QCN,Active,2019-11-08,2019-11-12,N6640 - Laboratory Equipment and Supplies,,,NATIONAL RESEARCH COUNCIL CANADA 501 BOUL.DE L UNIVERSITE EST CHICOUTIMI QC G7H8C3 CAN,Felix Technology Inc. 25 Edilcan Drive Unit 1 Concord Ontario L4K3S4 Canada,USD,815808.00
ELECTRICAL AND ELECTRONIC PROPERTIES MEASURING AND TESTING INSTRUMENTS (W8485-205632/001),PW-19-00878339,W8485-205632/A,W8485-205632/001,Active,2019-11-08,2019-11-12,N6625 - Electrical and Electronic Properties Measuring and Testing Instruments,,Open,Greg Vick 101 Colonel By Drive Ottawa  ON K1A 0K2 CA,"SIMEX DEFENCE INC. 216 BRUNSWICK BLVD. POINTE-CLAIRE, QC H9R 1A6",USD,
ELECTRICAL AND ELECTRONIC PROPERTIES MEASURING AND TESTING INSTRUMENTS (W8485-205632/002),PW-19-00895467,W8485-205632/A,W8485-205632/002,Active,2019-11-08,2019-11-12,N6625 - Electrical and Electronic Properties Measuring and Testing Instruments,,Open,Greg Vick 101 Colonel By Drive Ottawa  ON K1A 0K2 CA,"JHT DEFENSE INC. 2273 GUENETTE ST-LAURENT, QC H4R 2E9",USD,
Technical / Vocational Training (F7013-190017/001/NQ),PW-$$NQ-009-27502,F7013-190017/A,F7013-190017/001/NQ,Active,2019-11-12,2019-11-13,U006C - Technical / Vocational Training,,,FISHERIES AND OCEANS CANADA 3RD FL. 200 ELGIN ST OTTAWA ON K2P1L5 CAN,ZENITEL NORWAY AS BROMSVEIEN 17 3194 HORTEN OSLO Norway,EUR,54562.05
"Leo 2 OSA NISO ARV, AEV & TMI (W8486-184845/003/BL)",PW-$$BL-303-27107,W8486-184845/A,W8486-184845/003/BL,Active,2019-11-13,2019-11-14,"N2530 - Vehicular Brake, Steering, Axle, Wheel and Track Components",,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,GUNTER LANGKOPF HARFFSTR.36 DUSSELDORF 40591 Germany,EUR,2742000.00
"Leo 2 OSA NISO ARV, AEV & TMI (W8486-184845/002/BL)",PW-$$BL-303-27107,W8486-184845/A,W8486-184845/002/BL,Active,2019-11-13,2019-11-14,"N2530 - Vehicular Brake, Steering, Axle, Wheel and Track Components",,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,Krauss-Maffei Wegmann GmbH & Co. KG Krauss-Maffei-Strße 11 Munich 80997 Germany,EUR,2467800.00
"Leo 2 OSA NISO ARV, AEV & TMI (W8486-184845/001/BL)",PW-$$BL-303-27107,W8486-184845/A,W8486-184845/001/BL,Active,2019-11-13,2019-11-14,"N2530 - Vehicular Brake, Steering, Axle, Wheel and Track Components",,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,FFG Flensburger Fahrzeugbau Gesellschaft mbH thorsten.peter@ffg-flensburg.de joerg.kamper@ffg-flensburg.de Flensburg 24939 Germany,EUR,4113000.00
Phased Array Antenna (U6800-209031/001/HN),PW-$$HN-313-77877,U6800-209031/A,U6800-209031/001/HN,Active,2019-11-13,2019-11-14,N6625 - Electrical and Electronic Properties Measuring and Testing Instruments,,,"INNOV, SCI AND ECON DEVT CAN 3701 CARLING AVE P.O.BOX 11490 STATION H OTTAWA ON K2H8S2 CAN","Richardson Electronics Canada Ltd. Richardson Electronics Canada Ltd Bay Adelaide Centre, East Tower 22 Adelaide Street West Toronto Ontario M5H4E3 Canada",USD,113293.80
Miscellaneous Aircraft Accessories and Components - Repair and Overhaul (T8493-190039/001/CAG),PW-$CAG-005-27504,T8493-190039/A,T8493-190039/001/CAG,Active,2019-11-13,2019-11-14,JX1680A - Miscellaneous Aircraft Accessories and Components - Repair and Overhaul,,,TRANSPORT CANADA 200 COMET PRIVATE OTTAWA ON K1V9B2 CAN,"Kitchener Aero Avionics Limited, dba Mid-Canada Mod Center 2450 Derry Rd East Hangar #9 Mississauga Ontario L5S1B2 Canada",USD,483794.09
M134D Spare Parts (W8485-205592/003),PW-19-00875559,W8485-205592/A,W8485-205592/003,Active,2019-08-20,2019-11-14,"N5315 - Nails, Keys and Pins",,Open,"Smiechowska, Elzbieta 819-939-6288 101 Colonel By Ottawa  ON K1A 0K2 CA","Simex Defence Inc. 216 Brunswick Blvd. Pointe-Claire, QC H9R 1A6 Canada",USD,480.83
M134D Spare Parts (W8485-205592/001),PW-19-00875559,W8485-205592/A,W8485-205592/001,Active,2019-08-20,2019-11-14,"N1005 - Guns, through 30 mm, unless installed in a vehicle, aircraft, ship",,Open,"Smiechowska, Elzbieta 819-939-6288 101 Colonel By Ottawa  ON K1A 0K2 CA","Unisource Technology Inc. 9010 Ryan Avenue Montreal, Quebec H9P 2M8 Canada",USD,11260.77
"Night Vision Equipment, Emitted and Reflected Radiation (W8475-19AO01/001/BG)",PW-$$BG-002-27505,W8475-19AO01/A,W8475-19AO01/001/BG,Active,2019-11-01,2019-11-15,"N5855 - Night Vision Equipment, Emitted and Reflected Radiation",,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,"ROCKWELL COLLINS - ESA VISION SYSTEMS LLC 4700 Marine Creek Parkway, Fort Worth Texas 76179 United States",USD,1110000.00
système de micro-machinage CNC (31026-209159/001/MTA),PW-$MTA-070-15444,31026-209159/A,31026-209159/001/MTA,Active,2019-11-14,2019-11-15,N6640 - Laboratory Equipment and Supplies,,,NATIONAL RESEARCH COUNCIL CANADA 75 BOUL.DE MORTAGNE VIA LAUZON BOUCHERVILLE QC J4B6Y4 CAN,MDA Precision LLC 360 Digital Drive Morgan Hill California 95037 United States,USD,74450.00
CCGS Sir Wilfred Grenfell - International Marine Distillate Fuel (F6854-190009/001/OLZ),PW-$OLZ-010-7345,F6854-190009/A,F6854-190009/001/OLZ,Active,2019-11-15,2019-11-18,N9140G - Marine Fuel,,,FISHERIES AND OCEANS CANADA C/O SUPPLY DEPOT SOUTHSIDE RD P.O.BOX 5667 ST JOHNS NL A1C5X1 CAN,"Dan-Bunkering (America) Inc. Two Stamford Plaza, 6th Floor 281 Tresser Boulevard Stamford Connecticut 06901 United States",USD,67750.00
ADP Software (31184-192215/001/QCN),PW-$QCN-016-17800,31184-192215,31184-192215/001/QCN,Active,2019-11-15,2019-11-18,N7030 - ADP Software,,,NATIONAL RESEARCH COUNCIL CANADA BLDG M-22 1200 MONTREAL RD OTTAWA ON K1A0R6 CAN,ROI Engineering Inc. 120-50 Ronson Drive Toronto Ontario M9W1B3 Canada,USD,30707.41
"WINDOW, MARINE (W8482-206403/001/DMARP4)",PW-19-00888823,W8482-206403/A,W8482-206403/001/DMARP4,Active,2019-11-12,2019-11-18,N2090 - Ship and Marine Miscellaneous Equipment,,Open,"McFadyen, Sonja 101 Colonel By Drive,  Ottawa, On  K1A 0K2","Pyramid Specialty Products Ltd. 201 rue Corot, Suite 616 Verdun, QC H3E 1C4 Canada",USD,1165781.19
HANDHELD BACKSCATTER X-RAY (HB X-RAY) IMAGING SYSTEM (47419-207933/001/PV),PW-$$PV-873-77549,47419-207933/A,47419-207933/001/PV,Active,2019-11-18,2019-11-19,N6525A - X-RAY EQUIPMENT (EXCEPT INDUSTRIAL),,,"CANADA BORDER SERVICES AGENCY 2E ETAGE, #260-01 105, RUE MCGILL MONTREAL QC H2Y2E7 CAN",BRS Innovations Inc. 1390 Prince of Wales Dr. Suite 212 Ottawa Ontario K2C3N6 Canada,USD,633985.88
Laboratory Equipment and Supplies (31184-209460/001/PV),PW-$$PV-903-78018,31184-209460,31184-209460/001/PV,Active,2019-11-18,2019-11-19,N6640 - Laboratory Equipment and Supplies,,,NATIONAL RESEARCH COUNCIL CANADA BLDG M-22 1200 MONTREAL RD OTTAWA ON K1A0R6 CAN,TOPTICA PHOTONICS INC 5847 County Road 41 Farmington New York 14425 United States,USD,43537.00
Laboratory Equipment and Supplies (31184-193855/001/PV),PW-$$PV-950-78016,31184-193855,31184-193855/001/PV,Active,2019-11-18,2019-11-19,N6640 - Laboratory Equipment and Supplies,,,NATIONAL RESEARCH COUNCIL CANADA BLDG M-22 1200 MONTREAL RD OTTAWA ON K1A0R6 CAN,Amsterdam Scientific Instruments Science Park 106 Amsterdam 1098 XG Netherlands,EUR,92010.00
Laboratory Equipment and Supplies (31184-190998/001/PV),PW-$$PV-950-78017,31184-190998,31184-190998/001/PV,Active,2019-11-18,2019-11-19,N6640 - Laboratory Equipment and Supplies,,,NATIONAL RESEARCH COUNCIL CANADA BLDG M-22 1200 MONTREAL RD OTTAWA ON K1A0R6 CAN,Optomec Inc. 3911 Singer N.E. Albuquerque New Mexico 87109 United States,USD,160820.00
R&O PW207D Series Engines (T8493-170021/001/CAG),PW-$CAG-003-26595,T8493-170021/A,T8493-170021/001/CAG,Active,2019-11-18,2019-11-19,JX1680A - Miscellaneous Aircraft Accessories and Components - Repair and Overhaul,,,TRANSPORT CANADA 200 COMET PRIVATE OTTAWA ON K1V9B2 CAN,Pratt & Whitney Canada Corp. Pratt & Whitney Canada Corp. 1000 Marie-Victorin Longueuil Quebec J4G1A1 Canada,USD,0.00
Information Products (W8160-190024/001/PI),PW-$$PI-028-78026,W8160-190024,W8160-190024/001/PI,Active,2019-11-19,2019-11-20,D317E - Information Products,,,DEPARTMENT OF NATIONAL DEFENCE 215 YONGE BLVD TORONTO ON M5M3H9 CAN,Inside Washington Publishers 1919 South Eads St. Suite 201 Arlington Virginia 22202 United States,USD,69000.00
Cage & Rack Washer (H4067-192693/001/PV),PW-$$PV-904-77690,H4067-192693/A,H4067-192693/001/PV,Active,2019-11-19,2019-11-20,N6640 - Laboratory Equipment and Supplies,,,HEALTH CANADA BANTING RESEARCH CTRE 3RD FL. TUNNEYS PASTURE AL/2203E OTTAWA ON K1A0L2 CAN,"Tecniplast usa, Inc. 1345 Enterprise Drive west chester Pennsylvania 19380 United States",USD,157466.84
ADP Software (W3474-202551/001/KIN),PW-$KIN-535-7953,W3474-202551,W3474-202551/001/KIN,Active,2019-11-20,2019-11-21,N7030 - ADP Software,,,DEPARTMENT OF NATIONAL DEFENCE 35 WESTWIN AVE TRENTON ON K0K3W0 CAN,"SoftWright, LLC PO Box 7205 Charlottesville Virginia 22906 United States",USD,27772.35
"DND Vehicle Rental Services in Phoenix, AZ, USA. (W0138-19B113/001/LP)",PW-$$LP-015-77928,W0138-19B113/A,W0138-19B113/001/LP,Active,2019-11-21,2019-11-22,WR2310 - PASSENGER MOTOR VEHICLES - RENTAL,,,DEPARTMENT OF NATIONAL DEFENCE 3E ESCADRE BAGOTVILLE ALOUETTE QC G0V1A0 CAN,ENTERPRISE RENT-A-CAR CANADA LIMITED 2300 Stevenage Drive Ottawa Ontario K1G3W3 Canada,USD,109011.81
Laboratory Equipment and Supplies (31184-208338/001/PV),PW-$$PV-903-78038,31184-208338,31184-208338/001/PV,Active,2019-11-21,2019-11-22,N6640 - Laboratory Equipment and Supplies,,,NATIONAL RESEARCH COUNCIL CANADA BLDG M-22 1200 MONTREAL RD OTTAWA ON K1A0R6 CAN,Antec (USA) LLC One Boston Place 26th Floor Boston Massachusetts 02108 United States,USD,41079.00
ADP Software (31184-191366/001/QCN),PW-$QCN-037-17806,31184-191366/A,31184-191366/001/QCN,Active,2019-11-21,2019-11-22,N7030 - ADP Software,,,NATIONAL RESEARCH COUNCIL CANADA BLDG M-22 1200 MONTREAL RD OTTAWA ON K1A0R6 CAN,Livermore Software Technology Corporation (LSTC) 7374 Las Positas Road Livermore California 94550 United States,USD,70000.00
Laboratory Equipment and Supplies (23240-200417/001/HN),PW-$$HN-460-78061,23240-200417/A,23240-200417/001/HN,Active,2019-11-22,2019-11-25,N6640 - Laboratory Equipment and Supplies,,,NATURAL RESOURCES CANADA 4TH FL 580 BOOTH ST OTTAWA ON K1A0E4 CAN,ZODIAC DATA SYSTEMS SAS 5 avenue des Andes BP 101 ZA de Courtaboeuf 91943 Les Ulis Cedex A France,EUR,55000.00
Library Subscriptions (35035-191271/001/PI),PW-$$PI-028-78055,35035-191271,35035-191271/001/PI,Active,2019-11-22,2019-11-25,R107B - Library Subscriptions,,,PRIVY COUNCIL OFFICE BLACKBURN BLDG RM 300 85 SPARKS ST OTTAWA ON K1A0A3 CAN,EBSCO Canada Ltd 110 Copper Creek Drive Suite 305 Markham Ontario L6B0P9 Canada,USD,36824.44
Information Products (EN976-201232/001/PI),PW-$$PI-035-78058,EN976-201232,EN976-201232/001/PI,Active,2019-11-22,2019-11-25,D317E - Information Products,,,PUBLIC WORKS AND GOVERNMENT SERVICES CANADA 70 CREMAZIE Gatineau QC K1A0S5 CAN,"Common Sense Advisory, Inc 100 Cambridge Park Dr Suite 105 Cambridge Massachusetts 02140 United States",USD,50000.00
Laboratory Equipment and Supplies (31184-207916/001/PV),PW-$$PV-903-78089,31184-207916,31184-207916/001/PV,Active,2019-11-26,2019-11-27,N6640 - Laboratory Equipment and Supplies,,,NATIONAL RESEARCH COUNCIL CANADA BLDG M-22 1200 MONTREAL RD OTTAWA ON K1A0R6 CAN,BECON INC 522 Cottage Grove Road Bloomfield Connecticut 06002 United States,USD,36151.00
Supply Arrangement/Aviation Parts (W8485-184741/014/CAG),PW-$CAG-006-27470,W8485-184741/C,W8485-184741/014/CAG,Active,2019-11-26,2019-11-27,N1680 - Miscellaneous Aircraft Accessories and Components,,,DEPARTMENT OF NATIONAL DEFENCE DGAEPM 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,NORCATEC LLC 100 Garden City Plaza Garden City New York 11530 United States,USD,0.00
Canopy Control Parachute Training (W6399-18KC54/001/KIN),PW-$KIN-655-7897,W6399-18KC54/A,W6399-18KC54/001/KIN,Active,2019-11-26,2019-11-27,V204IA - Parachute Operations,,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,Flight-1 LLC PO BOX 1466 DELAND Florida 32721 United States,USD,456367.51
Guided Missiles (W8472-185703/008/USW),PW-$USW-005-1450,W8472-185703,W8472-185703/008/USW,Active,2019-11-26,2019-11-27,N1410 - Guided Missiles,,,DEPARTMENT OF NATIONAL DEFENCE ATTN DGMEPM CAP - DMARP 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,NATO SEASPARROW SURFACE       MISSILE SYSTEM PROJECT WASHINGTON District of Columbia United States,USD,6000000.00
ADP Software (31184-194315/001/EE),PW-$$EE-068-37050,31184-194315,31184-194315/001/EE,Active,2019-11-27,2019-11-28,N7030 - ADP Software,,,NATIONAL RESEARCH COUNCIL CANADA BLDG M-22 1200 MONTREAL RD OTTAWA ON K1A0R6 CAN,"COMSOL, INC. 100 District Ave. Burlington Massachusetts 01803 United States",USD,33980.00
Aircraft items for Bell 429 and 412 (T8493-190042/002/CAG),PW-$CAG-016-27476,T8493-190042/A,T8493-190042/002/CAG,Active,2019-11-27,2019-11-28,JX1680A - Miscellaneous Aircraft Accessories and Components - Repair and Overhaul,,,TRANSPORT CANADA 200 COMET PRIVATE OTTAWA ON K1V9B2 CAN,Maxcraft Avionics Ltd 250-18799 Airport Way Pitt Meadows British Columbia V3Y2B4 Canada,USD,95421.72
Aircraft items for Bell 429 and 412 (T8493-190042/001/CAG),PW-$CAG-016-27476,T8493-190042/A,T8493-190042/001/CAG,Active,2019-11-27,2019-11-28,JX1680A - Miscellaneous Aircraft Accessories and Components - Repair and Overhaul,,,TRANSPORT CANADA 200 COMET PRIVATE OTTAWA ON K1V9B2 CAN,Southeast Aerospace 1399 General Aviation Dr Melbourne Florida 32395 United States,USD,13328.35
"Engine Accessories, Miscellaneous (W0103-208663/001/VIC)",PW-$VIC-240-7865,W0103-208663,W0103-208663/001/VIC,Active,2019-11-27,2019-11-28,"N2990A - Engine Accessories, Miscellaneous",,,DEPARTMENT OF NATIONAL DEFENCE CFB ESQUIMALT STN FORCES P.O.BOX 17000 VICTORIA BC V9A7N2 CAN,Taylor Dynamometer 3602 W. Wheelhouse Road Milwaukee Wisconsin 53208 United States,USD,174076.83
Automated fish marking and tagging trailer (AutoFish Trailer) (F1528-190023/001/VIC),PW-$VIC-249-7788,F1528-190023/A,F1528-190023/001/VIC,Active,2019-11-27,2019-11-28,"N6640RA - LABORATORY EQUIPMENT, SPECIAL (N.E.S.)",,,FISHERIES AND OCEANS CANADA STE 200 401 BURRARD ST VANCOUVER BC V6C3S4 CAN,"Northwest Marine Technology, Inc. PO Box 427 976 Ben Nevis Road Shaw Island Washington 98286 United States",USD,1436925.00
Laboratory Equipment and Supplies (31184-208246/001/PV),PW-$$PV-903-78133,31184-208246,31184-208246/001/PV,Active,2019-11-28,2019-11-29,N6640 - Laboratory Equipment and Supplies,,,NATIONAL RESEARCH COUNCIL CANADA BLDG M-22 1200 MONTREAL RD OTTAWA ON K1A0R6 CAN,TA Instrument Waters LLC 159 Lukens Drive New Castle Delaware 19720 United States,USD,41260.00
Vehicular Furniture and Accessories (M5000-200813/001/STN),PW-$STN-204-5228,M5000-200813/A,M5000-200813/001/STN,Active,2019-11-28,2019-11-29,N2540 - Vehicular Furniture and Accessories,,,ROYAL CANADIAN MOUNTED POLICE ASSET & CONTRACTING BRANCH 111140-109TH ST Edmonton AB T5G2T4 CAN,"Crash Data Group, Inc. PO Box 892885 Temecula California 92589 United States",USD,32690.00
ADP Software (H5407-193463/001/XL),PW-$$XL-147-37080,H5407-193463,H5407-193463/001/XL,Active,2019-11-29,2019-12-02,N7030 - ADP Software,,,"HEALTH CANADA AL 2003C, 250 LANARK AVENUE OTTAWA ON K1Z1G4 CAN",TENTHLINE INC. 13 Caroline Street Mississauga Ontario L5M1T4 Canada,USD,295000.00
Electrical and Electronic Properties Measuring and Testing Instruments (U6800-209061/001/HN),PW-$$HN-331-78143,U6800-209061/A,U6800-209061/001/HN,Active,2019-12-02,2019-12-03,N6625 - Electrical and Electronic Properties Measuring and Testing Instruments,,,"INNOV, SCI AND ECON DEVT CAN 3701 CARLING AVE P.O.BOX 11490 STATION H OTTAWA ON K2H8S2 CAN",Transpolar Technology Corporation 190 O'Connor Street Suite 400 Ottawa Ontario K2P2R3 Canada,USD,35161.36
Electrical and Electronic Properties Measuring and Testing Instruments (U6800-198991/001/HN),PW-$$HN-331-78144,U6800-198991/A,U6800-198991/001/HN,Active,2019-12-02,2019-12-03,N6625 - Electrical and Electronic Properties Measuring and Testing Instruments,,,"INNOV, SCI AND ECON DEVT CAN 3701 CARLING AVE P.O.BOX 11490 STATION H OTTAWA ON K2H8S2 CAN","Kai Media Co. Ltd. #415 Expo officetel, 381, Mannyeon-dong, Seo-gu Daejeon 302-834 Korea, Republic of",USD,29380.00
"Radar Equipment, Except Airborne (F1705-190153/001/VIC)",PW-$VIC-246-7875,F1705-190153/A,F1705-190153/001/VIC,Active,2019-11-21,2019-12-03,"N5840 - Radar Equipment, Except Airborne",,,FISHERIES AND OCEANS CANADA 25 HURON ST VICTORIA BC V8V4V9 CAN,"L3 ESSCO, Inc.  90 Nemco Way Ayer Massachusetts 01432 United States",USD,47142.00
Laboratory Equipment and Supplies (31184-196641/001/PV),PW-$$PV-903-78152,31184-196641,31184-196641/001/PV,Active,2019-12-03,2019-12-04,N6640 - Laboratory Equipment and Supplies,,,NATIONAL RESEARCH COUNCIL CANADA BLDG M-22 1200 MONTREAL RD OTTAWA ON K1A0R6 CAN,Cellkraft AB Lilla Frescativägen 4A Stockholm SE-114 18 Sweden,EUR,51600.00
Aircraft Parts for Bell 412 and 429 Helicopters (T8493-190041/002/CAG),PW-$CAG-011-27472,T8493-190041/A,T8493-190041/002/CAG,Active,2019-12-03,2019-12-04,JX1680A - Miscellaneous Aircraft Accessories and Components - Repair and Overhaul,,,TRANSPORT CANADA 200 COMET PRIVATE OTTAWA ON K1V9B2 CAN,HELITRADES INC. PO BOX 967 18 Terry Fox Drive Vankleek Hill Ontario K0B1R0 Canada,USD,86903.28
Laboratory Equipment and Supplies (23584-200553/001/KIN),PW-$KIN-508-7973,23584-200553,23584-200553/001/KIN,Active,2019-12-03,2019-12-04,N6640 - Laboratory Equipment and Supplies,,,NATURAL RESOURCES CANADA 183 LONGWOOD RD SOUTH HAMILTON ON L8P0A5 CAN,Soquelec Ltd. 5524 St.Patrick Suite 405 Montreal Quebec H4E1A8 Canada,USD,78012.00
"Accommodations Services in Pheonix, Arizona (W0138-19A113/001/LP)",PW-$$LP-003-77905,W0138-19A113/A,W0138-19A113/001/LP,Active,2019-12-04,2019-12-05,"V502B - Hotels, Motels and Commercial Accommodation",,,DEPARTMENT OF NATIONAL DEFENCE 3E ESCADRE BAGOTVILLE ALOUETTE QC G0V1A0 CAN,TravCor & Investments Inc 8101 N Black Canyon Hwy Phoenix Arizona 85021 United States,USD,396321.00
Ka-band Radar (K3D44-200203/001/KIN),PW-$KIN-510-7913,K3D44-200203/A,K3D44-200203/001/KIN,Active,2019-12-04,2019-12-05,N6660 - Meteorological Instruments and Apparatus,,,ENVIRONMENT CANADA MSC ENVIRON.INTEG.SERV.BR.ARID 4905 DUFFERIN STREET DOWNSVIEW ON M3H5T4 CAN,ProSensing Inc 107 Sunderland Road Amherst Massachusetts 01002-1098 United States,USD,795520.00
Operation Training Devices (W0103-208725/001/XLV),PW-$XLV-166-7878,W0103-208725/A,W0103-208725/001/XLV,Active,2019-12-04,2019-12-05,N6930 - Operation Training Devices,,,DEPARTMENT OF NATIONAL DEFENCE CFB ESQUIMALT STN FORCES P.O.BOX 17000 VICTORIA BC V9A7N2 CAN,Innovative Technology Projects Ltd. Unit 28 Stephenson Road St. Ives Cambridgeshire England PE273WJ United Kingdom,GBP,143304.00
